tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6
g__Bordetella,f__Alcaligenaceae,rank_5,g__Bordetella,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Bordetella,
s__bronchiseptica,g__Bordetella,rank_6,s__bronchiseptica,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Bordetella,s__bronchiseptica
s__warneri,g__Staphylococcus,rank_6,s__warneri,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__warneri
s__graminis,g__Pseudomonas,rank_6,s__graminis,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__graminis
s__europaeiscabiei,g__Streptomyces,rank_6,s__europaeiscabiei,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__europaeiscabiei
s__canettii,g__Mycobacterium,rank_6,s__canettii,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__canettii
s__sp._TNe-862,g__Burkholderia,rank_6,s__sp._TNe-862,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,s__sp._TNe-862
o__Rhodospirillales,c__Alphaproteobacteria,rank_3,o__Rhodospirillales,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,,,
f__Acetobacteraceae,o__Rhodospirillales,rank_4,f__Acetobacteraceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,,
g__Gluconobacter,f__Acetobacteraceae,rank_5,g__Gluconobacter,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Gluconobacter,
s__oxydans,g__Gluconobacter,rank_6,s__oxydans,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Gluconobacter,s__oxydans
f__Moraxellaceae,o__Pseudomonadales,rank_4,f__Moraxellaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,,
g__Acinetobacter,f__Moraxellaceae,rank_5,g__Acinetobacter,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,
s__sp._TGL-Y2,g__Acinetobacter,rank_6,s__sp._TGL-Y2,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__sp._TGL-Y2
o__Micromonosporales,c__Actinobacteria,rank_3,o__Micromonosporales,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,,,
f__Micromonosporaceae,o__Micromonosporales,rank_4,f__Micromonosporaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,,
g__Micromonospora,f__Micromonosporaceae,rank_5,g__Micromonospora,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Micromonospora,
s__avicenniae,g__Micromonospora,rank_6,s__avicenniae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Micromonospora,s__avicenniae
c__Eurotiomycetes,p__Ascomycota,rank_2,c__Eurotiomycetes,Root,k__Eukaryota,p__Ascomycota,c__Eurotiomycetes,,,,
o__Onygenales,c__Eurotiomycetes,rank_3,o__Onygenales,Root,k__Eukaryota,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,,,
f__Arthrodermataceae,o__Onygenales,rank_4,f__Arthrodermataceae,Root,k__Eukaryota,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,f__Arthrodermataceae,,
g__Trichophyton,f__Arthrodermataceae,rank_5,g__Trichophyton,Root,k__Eukaryota,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,f__Arthrodermataceae,g__Trichophyton,
s__rubrum,g__Trichophyton,rank_6,s__rubrum,Root,k__Eukaryota,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,f__Arthrodermataceae,g__Trichophyton,s__rubrum
g__Filomicrobium,f__Hyphomicrobiaceae,rank_5,g__Filomicrobium,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Filomicrobium,
s__insigne,g__Filomicrobium,rank_6,s__insigne,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Filomicrobium,s__insigne
c__Clostridia,p__Firmicutes,rank_2,c__Clostridia,Root,k__Bacteria,p__Firmicutes,c__Clostridia,,,,
o__Clostridiales,c__Clostridia,rank_3,o__Clostridiales,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,,,
f__Peptostreptococcaceae,o__Clostridiales,rank_4,f__Peptostreptococcaceae,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,,
g__Paeniclostridium,f__Peptostreptococcaceae,rank_5,g__Paeniclostridium,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Paeniclostridium,
s__sordellii,g__Paeniclostridium,rank_6,s__sordellii,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Paeniclostridium,s__sordellii
s__sp._MS586,g__Pseudomonas,rank_6,s__sp._MS586,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__sp._MS586
f__Bradyrhizobiaceae,o__Rhizobiales,rank_4,f__Bradyrhizobiaceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,,
g__Bosea,f__Bradyrhizobiaceae,rank_5,g__Bosea,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bosea,
s__lupini,g__Bosea,rank_6,s__lupini,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bosea,s__lupini
s__freundii,g__Citrobacter,rank_6,s__freundii,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__freundii
f__Dietziaceae,o__Corynebacteriales,rank_4,f__Dietziaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Dietziaceae,,
g__Dietzia,f__Dietziaceae,rank_5,g__Dietzia,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Dietziaceae,g__Dietzia,
s__alimentaria,g__Dietzia,rank_6,s__alimentaria,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Dietziaceae,g__Dietzia,s__alimentaria
g__Actibacterium,f__Rhodobacteraceae,rank_5,g__Actibacterium,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Actibacterium,
s__atlanticum,g__Actibacterium,rank_6,s__atlanticum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Actibacterium,s__atlanticum
s__fluorescens,g__Pseudomonas,rank_6,s__fluorescens,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__fluorescens
s__oxytoca,g__Klebsiella,rank_6,s__oxytoca,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__oxytoca
g__Caballeronia,f__Burkholderiaceae,rank_5,g__Caballeronia,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Caballeronia,
s__turbans,g__Caballeronia,rank_6,s__turbans,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Caballeronia,s__turbans
s__genomosp._33YU,g__Acinetobacter,rank_6,s__genomosp._33YU,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__genomosp._33YU
f__Rhodobiaceae,o__Rhizobiales,rank_4,f__Rhodobiaceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhodobiaceae,,
g__Afifella,f__Rhodobiaceae,rank_5,g__Afifella,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhodobiaceae,g__Afifella,
s__marina,g__Afifella,rank_6,s__marina,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhodobiaceae,g__Afifella,s__marina
g__Granulibacter,f__Acetobacteraceae,rank_5,g__Granulibacter,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Granulibacter,
s__bethesdensis,g__Granulibacter,rank_6,s__bethesdensis,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Granulibacter,s__bethesdensis
g__Mycolicibacterium,f__Mycobacteriaceae,rank_5,g__Mycolicibacterium,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycolicibacterium,
s__brisbanense,g__Mycolicibacterium,rank_6,s__brisbanense,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycolicibacterium,s__brisbanense
s__glumae,g__Burkholderia,rank_6,s__glumae,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,s__glumae
g__Oceanibulbus,f__Rhodobacteraceae,rank_5,g__Oceanibulbus,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Oceanibulbus,
s__indolifex,g__Oceanibulbus,rank_6,s__indolifex,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Oceanibulbus,s__indolifex
s__ludwigii,g__Enterobacter,rank_6,s__ludwigii,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Enterobacter,s__ludwigii
c__Cytophagia,p__Bacteroidetes,rank_2,c__Cytophagia,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,,,,
o__Cytophagales,c__Cytophagia,rank_3,o__Cytophagales,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,,,
f__Hymenobacteraceae,o__Cytophagales,rank_4,f__Hymenobacteraceae,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Hymenobacteraceae,,
g__Hymenobacter,f__Hymenobacteraceae,rank_5,g__Hymenobacter,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,
s__coccineus,g__Hymenobacter,rank_6,s__coccineus,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,s__coccineus
g__Bradyrhizobium,f__Bradyrhizobiaceae,rank_5,g__Bradyrhizobium,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,
s__sp._ORS_285,g__Bradyrhizobium,rank_6,s__sp._ORS_285,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__sp._ORS_285
s__pertussis,g__Bordetella,rank_6,s__pertussis,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Bordetella,s__pertussis
g__Kitasatospora,f__Streptomycetaceae,rank_5,g__Kitasatospora,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Kitasatospora,
s__setae,g__Kitasatospora,rank_6,s__setae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Kitasatospora,s__setae
f__Paenibacillaceae,o__Bacillales,rank_4,f__Paenibacillaceae,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,,
g__Paenibacillus,f__Paenibacillaceae,rank_5,g__Paenibacillus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,
s__sp._FSL_R5-0765,g__Paenibacillus,rank_6,s__sp._FSL_R5-0765,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__sp._FSL_R5-0765
s__sp._CB02261,g__Streptomyces,rank_6,s__sp._CB02261,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp._CB02261
s__sp._NFACC46-3,g__Pseudomonas,rank_6,s__sp._NFACC46-3,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__sp._NFACC46-3
s__sp._ST111,g__Burkholderia,rank_6,s__sp._ST111,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,s__sp._ST111
f__Phyllobacteriaceae,o__Rhizobiales,rank_4,f__Phyllobacteriaceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,,
g__Mesorhizobium,f__Phyllobacteriaceae,rank_5,g__Mesorhizobium,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Mesorhizobium,
s__plurifarium,g__Mesorhizobium,rank_6,s__plurifarium,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Mesorhizobium,s__plurifarium
s__savastanoi,g__Pseudomonas,rank_6,s__savastanoi,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__savastanoi
s__albus,g__Streptomyces,rank_6,s__albus,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__albus
f__Oxalobacteraceae,o__Burkholderiales,rank_4,f__Oxalobacteraceae,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,,
g__Massilia,f__Oxalobacteraceae,rank_5,g__Massilia,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,
s__yuzhufengensis,g__Massilia,rank_6,s__yuzhufengensis,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__yuzhufengensis
s__pittii,g__Acinetobacter,rank_6,s__pittii,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__pittii
s__sp._MnatMP-M27,g__Streptomyces,rank_6,s__sp._MnatMP-M27,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp._MnatMP-M27
s__sediment_metagenome,Root,rank_0,s__sediment_metagenome,Root,s__sediment_metagenome,,,,,,
f__Promicromonosporaceae,o__Micrococcales,rank_4,f__Promicromonosporaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Promicromonosporaceae,,
g__Cellulosimicrobium,f__Promicromonosporaceae,rank_5,g__Cellulosimicrobium,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Promicromonosporaceae,g__Cellulosimicrobium,
s__cellulans,g__Cellulosimicrobium,rank_6,s__cellulans,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Promicromonosporaceae,g__Cellulosimicrobium,s__cellulans
g__Phaeobacter,f__Rhodobacteraceae,rank_5,g__Phaeobacter,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Phaeobacter,
s__gallaeciensis,g__Phaeobacter,rank_6,s__gallaeciensis,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Phaeobacter,s__gallaeciensis
s__syringae,g__Pseudomonas,rank_6,s__syringae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__syringae
s__sp._H567,g__Bordetella,rank_6,s__sp._H567,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Bordetella,s__sp._H567
o__Oceanospirillales,c__Gammaproteobacteria,rank_3,o__Oceanospirillales,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,,,
f__Halomonadaceae,o__Oceanospirillales,rank_4,f__Halomonadaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,,
g__Halomonas,f__Halomonadaceae,rank_5,g__Halomonas,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Halomonas,
s__gudaonensis,g__Halomonas,rank_6,s__gudaonensis,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Halomonas,s__gudaonensis
s__sp._ok061,g__Bacillus,rank_6,s__sp._ok061,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__sp._ok061
s__sp._SK17,g__Bradyrhizobium,rank_6,s__sp._SK17,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__sp._SK17
g__Hoeflea,f__Phyllobacteriaceae,rank_5,g__Hoeflea,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Hoeflea,
s__phototrophica,g__Hoeflea,rank_6,s__phototrophica,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Hoeflea,s__phototrophica
o__Actinomycetales,c__Actinobacteria,rank_3,o__Actinomycetales,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,,,
f__Actinomycetaceae,o__Actinomycetales,rank_4,f__Actinomycetaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,,
g__Actinomyces,f__Actinomycetaceae,rank_5,g__Actinomyces,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,
s__oris,g__Actinomyces,rank_6,s__oris,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__oris
o__Peronosporales,c__Oomycetes,rank_2,o__Peronosporales,Root,k__Eukaryota,c__Oomycetes,o__Peronosporales,,,,
f__Peronosporaceae,o__Peronosporales,rank_3,f__Peronosporaceae,Root,k__Eukaryota,c__Oomycetes,o__Peronosporales,f__Peronosporaceae,,,
g__Plasmopara,f__Peronosporaceae,rank_4,g__Plasmopara,Root,k__Eukaryota,c__Oomycetes,o__Peronosporales,f__Peronosporaceae,g__Plasmopara,,
s__halstedii,g__Plasmopara,rank_5,s__halstedii,Root,k__Eukaryota,c__Oomycetes,o__Peronosporales,f__Peronosporaceae,g__Plasmopara,s__halstedii,
s__sp._AU11447,g__Pseudomonas,rank_6,s__sp._AU11447,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__sp._AU11447
k__Archaea,Root,rank_0,k__Archaea,Root,k__Archaea,,,,,,
p__Thaumarchaeota,k__Archaea,rank_1,p__Thaumarchaeota,Root,k__Archaea,p__Thaumarchaeota,,,,,
s__thaumarchaeote,p__Thaumarchaeota,rank_2,s__thaumarchaeote,Root,k__Archaea,p__Thaumarchaeota,s__thaumarchaeote,,,,
g__Haematobacter,f__Rhodobacteraceae,rank_5,g__Haematobacter,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Haematobacter,
s__missouriensis,g__Haematobacter,rank_6,s__missouriensis,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Haematobacter,s__missouriensis
s__sp.,g__Streptomyces,rank_6,s__sp.,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp.
s__sp._BAL378,g__Hoeflea,rank_6,s__sp._BAL378,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Hoeflea,s__sp._BAL378
g__Variovorax,f__Comamonadaceae,rank_5,g__Variovorax,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Variovorax,
s__paradoxus,g__Variovorax,rank_6,s__paradoxus,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Variovorax,s__paradoxus
f__Nocardiaceae,o__Corynebacteriales,rank_4,f__Nocardiaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,,
g__Rhodococcus,f__Nocardiaceae,rank_5,g__Rhodococcus,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Rhodococcus,
s__hoagii,g__Rhodococcus,rank_6,s__hoagii,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Rhodococcus,s__hoagii
g__Salipiger,f__Rhodobacteraceae,rank_5,g__Salipiger,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Salipiger,
s__mucosus,g__Salipiger,rank_6,s__mucosus,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Salipiger,s__mucosus
s__sp._STM_3843,g__Bradyrhizobium,rank_6,s__sp._STM_3843,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__sp._STM_3843
s__psychroaquaticum,g__Sphingobacterium,rank_6,s__psychroaquaticum,Root,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Sphingobacterium,s__psychroaquaticum
g__Agrobacterium,f__Rhizobiaceae,rank_5,g__Agrobacterium,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Agrobacterium,
s__sp._SCN_61-19,g__Agrobacterium,rank_6,s__sp._SCN_61-19,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Agrobacterium,s__sp._SCN_61-19
s__ambofaciens,g__Streptomyces,rank_6,s__ambofaciens,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__ambofaciens
g__Psychrobacter,f__Moraxellaceae,rank_5,g__Psychrobacter,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,
s__urativorans,g__Psychrobacter,rank_6,s__urativorans,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__urativorans
s__splendidus,g__Vibrio,rank_6,s__splendidus,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Vibrio,s__splendidus
o__Caryophyllales,p__Streptophyta,rank_2,o__Caryophyllales,Root,k__Eukaryota,p__Streptophyta,o__Caryophyllales,,,,
f__Droseraceae,o__Caryophyllales,rank_3,f__Droseraceae,Root,k__Eukaryota,p__Streptophyta,o__Caryophyllales,f__Droseraceae,,,
g__Aldrovanda,f__Droseraceae,rank_4,g__Aldrovanda,Root,k__Eukaryota,p__Streptophyta,o__Caryophyllales,f__Droseraceae,g__Aldrovanda,,
s__vesiculosa,g__Aldrovanda,rank_5,s__vesiculosa,Root,k__Eukaryota,p__Streptophyta,o__Caryophyllales,f__Droseraceae,g__Aldrovanda,s__vesiculosa,
s__cepacia,g__Burkholderia,rank_6,s__cepacia,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,s__cepacia
o__Chromatiales,c__Gammaproteobacteria,rank_3,o__Chromatiales,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,,,
f__Chromatiaceae,o__Chromatiales,rank_4,f__Chromatiaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,,
g__Nitrosococcus,f__Chromatiaceae,rank_5,g__Nitrosococcus,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__Nitrosococcus,
